"Identificador do processo de viagem";"Meio de transporte";"País - Origem ida";"UF - Origem ida";"Cidade - Origem ida";"País - Destino ida";"UF - Destino ida";"Cidade - Destino ida";"País - Origem volta";"UF - Origem volta";"Cidade - Origem volta";"Pais - Destino volta";"UF - Destino volta";"Cidade - Destino volta";"Valor da passagem";"Taxa de serviço"
"0000000000014426484";"Aéreo";"Brasil";"Santa Catarina";"Florianópolis";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"277,25";"0,00"
"0000000000014428675";"Aéreo";"Brasil";"Amapá";"Macapá";"Brasil";"Ceará";"Fortaleza";"Brasil";"Ceará";"Fortaleza";"Brasil";"Amapá";"Macapá";"849,56";"0,00"
"0000000000014431319";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"307,89";"0,00"
"0000000000014431319";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio Grande do Norte";"Natal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"303,11";"0,00"
"0000000000014432509";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"160,41";"0,00"
"0000000000014432509";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"108,00";"0,00"
"0000000000014432726";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Santa Catarina";"Navegantes";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"209,42";"0,00"
"0000000000014432726";"Aéreo";"Brasil";"Santa Catarina";"Navegantes";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"439,52";"0,00"
"0000000000014433048";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"106,13";"0,00"
"0000000000014433048";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"173,80";"0,00"
"0000000000014433165";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Minas Gerais";"Belo Horizonte";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"946,45";"0,00"
"0000000000014433165";"Aéreo";"Brasil";"Minas Gerais";"Belo Horizonte";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"436,43";"0,00"
"0000000000014433166";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Rio Grande do Norte";"Natal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"367,36";"0,00"
"0000000000014433166";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"685,12";"0,00"
"0000000000014433167";"Aéreo";"Brasil";"São Paulo";"Campinas";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"706,87";"0,00"
"0000000000014433167";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"São Paulo";"Campinas";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"875,64";"0,00"
"0000000000014433337";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"242,93";"0,00"
"0000000000014433337";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"607,82";"0,00"
"0000000000014434369";"Aéreo";"Índia";"";"Nova Delhi";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Índia";"";"Nova Delhi";"5160,90";"0,00"
"0000000000014434617";"Aéreo";"Índia";"";"Nova Delhi";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Índia";"";"Nova Delhi";"5160,90";"0,00"
"0000000000014435106";"Aéreo";"Nepal";"";"Katmandu";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Nepal";"";"Katmandu";"6009,62";"0,00"
"0000000000014435263";"Aéreo";"Nepal";"";"Katmandu";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Nepal";"";"Katmandu";"5614,43";"0,00"
"0000000000014435441";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"736,64";"0,00"
"0000000000014435441";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio Grande do Norte";"Natal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"722,93";"0,00"
"0000000000014435524";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"481,64";"0,00"
"0000000000014435524";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio Grande do Norte";"Natal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"722,93";"0,00"
"0000000000014435618";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"217,18";"0,00"
"0000000000014435618";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"193,80";"0,00"
"0000000000014436059";"Aéreo";"Brasil";"Amazonas";"Manaus";"Brasil";"São Paulo";"Guarulhos";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"864,00";"0,00"
"0000000000014436059";"Aéreo";"Brasil";"São Paulo";"Guarulhos";"Brasil";"Amazonas";"Manaus";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"829,68";"0,00"
"0000000000014437329";"Aéreo";"Brasil";"Goiás";"Goiânia";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"251,06";"0,00"
"0000000000014437329";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"Goiás";"Goiânia";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"722,80";"0,00"
"0000000000014437329";"Aéreo";"Brasil";"Rio Grande do Sul";"Santa Maria";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"110,69";"0,00"
"0000000000014437329";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"Rio Grande do Sul";"Santa Maria";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"117,10";"0,00"
"0000000000014437691";"Aéreo";"Brasil";"Maranhão";"São Luís";"Brasil";"São Paulo";"Guarulhos";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"339,33";"0,00"
"0000000000014437691";"Aéreo";"Brasil";"São Paulo";"Guarulhos";"Brasil";"Maranhão";"São Luís";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"514,53";"0,00"
"0000000000014437736";"Aéreo";"Brasil";"Santa Catarina";"Florianópolis";"Brasil";"São Paulo";"Campinas";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"290,73";"0,00"
"0000000000014437736";"Aéreo";"Brasil";"São Paulo";"Campinas";"Brasil";"Santa Catarina";"Florianópolis";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"288,80";"0,00"
"0000000000014439692";"Aéreo";"Brasil";"São Paulo";"Campinas";"Brasil";"Pernambuco";"Recife";"Brasil";"Pernambuco";"Recife";"Brasil";"São Paulo";"Campinas";"1365,23";"0,00"
"0000000000014439694";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Ceará";"Fortaleza";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"235,44";"0,00"
"0000000000014439694";"Aéreo";"Brasil";"Ceará";"Fortaleza";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"214,10";"0,00"
"0000000000014440522";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Miami";"Estados Unidos da América";"";"Miami";"Brasil";"Distrito Federal";"Brasília";"5176,12";"0,00"
"0000000000014440784";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Bahia";"Salvador";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"251,03";"0,00"
"0000000000014440855";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Bahia";"Salvador";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"251,03";"0,00"
"0000000000014440978";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Miami";"Estados Unidos da América";"";"Miami";"Brasil";"Distrito Federal";"Brasília";"5176,12";"0,00"
"0000000000014440985";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Miami";"Estados Unidos da América";"";"Miami";"Brasil";"Distrito Federal";"Brasília";"5176,12";"0,00"
"0000000000014441753";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"931,73";"0,00"
"0000000000014442241";"Aéreo";"Brasil";"Amazonas";"Manaus";"Brasil";"Minas Gerais";"Uberlândia";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"768,94";"0,00"
"0000000000014442241";"Aéreo";"Brasil";"Minas Gerais";"Uberlândia";"Brasil";"Amazonas";"Manaus";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"587,06";"0,00"
"0000000000014444255";"Aéreo";"Portugal";"";"Lisboa";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1966,21";"0,00"
"0000000000014444255";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1966,21";"0,00"
"0000000000014448978";"Aéreo";"Brasil";"Paraná";"Foz do Iguaçu";"Brasil";"Goiás";"Goiânia";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"406,54";"0,00"
"0000000000014448978";"Aéreo";"Brasil";"Goiás";"Goiânia";"Brasil";"Paraná";"Foz do Iguaçu";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"261,73";"0,00"
"0000000000014452763";"Aéreo";"Brasil";"Paraná";"Curitiba";"Brasil";"Paraná";"Cascavel";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"209,25";"0,00"
"0000000000014452763";"Aéreo";"Brasil";"Paraná";"Cascavel";"Brasil";"Paraná";"Curitiba";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"164,86";"0,00"
"0000000000014454993";"Aéreo";"Brasil";"Minas Gerais";"Belo Horizonte";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"409,27";"0,00"
"0000000000014454993";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Minas Gerais";"Belo Horizonte";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"517,71";"0,00"
"0000000000014455656";"Aéreo";"Brasil";"Paraná";"Londrina";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"414,30";"0,00"
"0000000000014455656";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Paraná";"Londrina";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"304,38";"0,00"
"0000000000014455693";"Aéreo";"Brasil";"Ceará";"Fortaleza";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"882,53";"0,00"
"0000000000014455693";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Ceará";"Fortaleza";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"384,93";"0,00"
"0000000000014456243";"Aéreo";"Brasil";"Minas Gerais";"Confins";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"267,65";"0,00"
"0000000000014456243";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Minas Gerais";"Confins";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"187,93";"0,00"
"0000000000014456729";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Minas Gerais";"Uberlândia";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"164,70";"0,00"
"0000000000014456729";"Aéreo";"Brasil";"Minas Gerais";"Uberlândia";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"206,72";"0,00"
"0000000000014457364";"Aéreo";"Brasil";"Bahia";"Salvador";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Bahia";"Salvador";"513,63";"0,00"
"0000000000014458679";"Aéreo";"Brasil";"São Paulo";"Presidente Prudente";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"535,40";"0,00"
"0000000000014458679";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"São Paulo";"Presidente Prudente";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"684,62";"0,00"
"0000000000014458782";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Miami";"Estados Unidos da América";"";"Miami";"Brasil";"Distrito Federal";"Brasília";"5174,21";"0,00"
"0000000000014458857";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Miami";"Estados Unidos da América";"";"Miami";"Brasil";"Distrito Federal";"Brasília";"5174,21";"0,00"
"0000000000014459358";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"467,87";"0,00"
"0000000000014459358";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"230,66";"0,00"
"0000000000014459512";"Aéreo";"Brasil";"Rio Grande do Sul";"Santa Maria";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"110,69";"0,00"
"0000000000014459512";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"Rio Grande do Sul";"Santa Maria";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"117,10";"0,00"
"0000000000014459512";"Aéreo";"Brasil";"Paraná";"Curitiba";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"221,86";"0,00"
"0000000000014459512";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"Paraná";"Curitiba";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"221,86";"0,00"
"0000000000014459634";"Aéreo";"Nicarágua";"";"Manágua";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014459634";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Nicarágua";"";"Manágua";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3898,11";"0,00"
"0000000000014459634";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Paraná";"Foz do Iguaçu";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014459634";"Aéreo";"Brasil";"Paraná";"Foz do Iguaçu";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1401,82";"0,00"
"0000000000014459959";"Aéreo";"Brasil";"Rio Grande do Sul";"Santa Maria";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"207,69";"0,00"
"0000000000014459959";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"140,80";"0,00"
"0000000000014459959";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"Rio Grande do Sul";"Santa Maria";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"117,10";"0,00"
"0000000000014459959";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"137,47";"0,00"
"0000000000014460227";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Ceará";"Fortaleza";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"301,40";"0,00"
"0000000000014460227";"Aéreo";"Brasil";"Ceará";"Fortaleza";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"301,40";"0,00"
"0000000000014460278";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Suíça";"";"Genebra";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5105,09";"0,00"
"0000000000014460470";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Suíça";"";"Genebra";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5105,09";"0,00"
"0000000000014460516";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Sergipe";"Aracaju";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"260,66";"0,00"
"0000000000014460627";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Suíça";"";"Genebra";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5105,09";"0,00"
"0000000000014460635";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Suíça";"";"Genebra";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5105,09";"0,00"
"0000000000014460704";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Pará";"Belém";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"503,23";"0,00"
"0000000000014460704";"Aéreo";"Brasil";"Pará";"Belém";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"679,70";"0,00"
"0000000000014461211";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Portugal";"";"Funchal";"Portugal";"";"Funchal";"Brasil";"Distrito Federal";"Brasília";"4523,46";"0,00"
"0000000000014461332";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Cuba";"";"Havana";"Cuba";"";"Havana";"Brasil";"Distrito Federal";"Brasília";"4573,28";"22,88"
"0000000000014461743";"Aéreo";"Brasil";"São Paulo";"São Paulo";"França";"";"Paris";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5531,59";"0,00"
"0000000000014461807";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"774,56";"0,00"
"0000000000014462012";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"396,53";"0,00"
"0000000000014462012";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"590,27";"0,00"
"0000000000014462013";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"518,78";"0,00"
"0000000000014462013";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"345,15";"0,00"
"0000000000014462016";"Aéreo";"Brasil";"Santa Catarina";"Florianópolis";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"550,69";"0,00"
"0000000000014462016";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Santa Catarina";"Florianópolis";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"502,19";"0,00"
"0000000000014462650";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Mato Grosso do Sul";"Campo Grande";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"318,06";"0,00"
"0000000000014462650";"Aéreo";"Brasil";"Mato Grosso do Sul";"Campo Grande";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"154,95";"0,00"
"0000000000014462807";"Aéreo";"Brasil";"Amazonas";"Manaus";"Brasil";"Goiás";"Goiânia";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"585,61";"0,00"
"0000000000014462807";"Aéreo";"Brasil";"Goiás";"Goiânia";"Brasil";"Amazonas";"Manaus";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"441,18";"0,00"
"0000000000014464011";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"178,80";"0,00"
"0000000000014464011";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"104,29";"0,00"
"0000000000014464608";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"282,00";"0,00"
"0000000000014464608";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"281,51";"0,00"
"0000000000014465455";"Aéreo";"Japão";"";"Tóquio";"Nova Zelândia";"";"Wellington";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2792,82";"0,00"
"0000000000014465607";"Aéreo";"Japão";"";"Tóquio";"Nova Zelândia";"";"Wellington";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2792,82";"0,00"
"0000000000014465683";"Aéreo";"Japão";"";"Tóquio";"Nova Zelândia";"";"Wellington";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2104,97";"0,00"
"0000000000014465749";"Aéreo";"Japão";"";"Tóquio";"Nova Zelândia";"";"Wellington";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2104,97";"0,00"
"0000000000014465751";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Espanha";"";"Barcelona";"Espanha";"";"Barcelona";"Brasil";"Distrito Federal";"Brasília";"3463,44";"0,00"
"0000000000014466223";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Santa Catarina";"Florianópolis";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"551,76";"0,00"
"0000000000014466223";"Aéreo";"Brasil";"Santa Catarina";"Florianópolis";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"550,69";"0,00"
"0000000000014466444";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Rio Grande do Norte";"Natal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"367,36";"0,00"
