"Identificador do processo de viagem";"Meio de transporte";"País - Origem ida";"UF - Origem ida";"Cidade - Origem ida";"País - Destino ida";"UF - Destino ida";"Cidade - Destino ida";"País - Origem volta";"UF - Origem volta";"Cidade - Origem volta";"Pais - Destino volta";"UF - Destino volta";"Cidade - Destino volta";"Valor da passagem";"Taxa de serviço"
"0000000000014499187";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014499198";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014499198";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1497,43";"0,00"
"0000000000014499198";"Aéreo";"Bolívia";"";"La Paz";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2496,90";"0,00"
"0000000000014499198";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Bolívia";"";"La Paz";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014499429";"Aéreo";"Bélgica";"";"Bruxelas";"Uruguai";"";"Montevidéu";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2136,05";"0,00"
"0000000000014499473";"Aéreo";"Bélgica";"";"Bruxelas";"Uruguai";"";"Montevidéu";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2136,05";"0,00"
"0000000000014499707";"Aéreo";"Brasil";"Paraná";"Curitiba";"Venezuela";"";"Caracas";"Venezuela";"";"Caracas";"Brasil";"Paraná";"Curitiba";"9353,73";"0,00"
"0000000000014499746";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Venezuela";"";"Maracaibo";"Venezuela";"";"Maracaibo";"Brasil";"São Paulo";"São Paulo";"5015,30";"0,00"
"0000000000014499807";"Aéreo";"Brasil";"Paraíba";"Campina Grande";"Venezuela";"";"Caracas";"Venezuela";"";"Caracas";"Brasil";"Paraíba";"Campina Grande";"9830,76";"0,00"
"0000000000014500060";"Aéreo";"Suíça";"";"Zurique";"Japão";"";"Nagoya";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"4504,08";"0,00"
"0000000000014500099";"Aéreo";"Suíça";"";"Zurique";"Japão";"";"Nagoya";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"4504,08";"0,00"
"0000000000014500287";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Venezuela";"";"Caracas";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2316,91";"0,00"
"0000000000014500618";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Venezuela";"";"Caracas";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2316,91";"0,00"
"0000000000014500701";"Aéreo";"Bélgica";"";"Bruxelas";"Colômbia";"";"Bogotá";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2184,38";"0,00"
"0000000000014500914";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Washington";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5335,30";"0,00"
"0000000000014500988";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Washington";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5335,30";"0,00"
"0000000000014501142";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"278,53";"0,00"
"0000000000014501142";"Aéreo";"Bolívia";"";"La Paz";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1620,38";"0,00"
"0000000000014501196";"Aéreo";"Bolívia";"";"La Paz";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1620,38";"0,00"
"0000000000014501196";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"278,53";"0,00"
"0000000000014501318";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"558,80";"0,00"
"0000000000014501388";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"558,80";"0,00"
"0000000000014501425";"Aéreo";"Brasil";"Rio Grande do Sul";"Porto Alegre";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"558,80";"0,00"
"0000000000014501593";"Aéreo";"Brasil";"Pará";"Marabá";"Brasil";"São Paulo";"Campinas";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"561,84";"0,00"
"0000000000014501593";"Aéreo";"Brasil";"Pará";"Marabá";"Brasil";"São Paulo";"Ribeirão Preto";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2333,06";"0,00"
"0000000000014501593";"Aéreo";"Brasil";"São Paulo";"Ribeirão Preto";"Brasil";"Pará";"Marabá";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"609,39";"0,00"
"0000000000014502112";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"255,98";"0,00"
"0000000000014502112";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"296,65";"0,00"
"0000000000014502138";"Aéreo";"Chile";"";"Santiago";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2520,96";"0,00"
"0000000000014502228";"Aéreo";"Chile";"";"Santiago";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2520,96";"0,00"
"0000000000014502262";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5308,84";"0,00"
"0000000000014502289";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Bahia";"Salvador";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"335,35";"0,00"
"0000000000014502289";"Aéreo";"Brasil";"Bahia";"Salvador";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"198,58";"0,00"
"0000000000014502317";"Aéreo";"Chile";"";"Santiago";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2520,96";"0,00"
"0000000000014502490";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Portugal";"";"Porto";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2235,93";"0,00"
"0000000000014502686";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"308,36";"0,00"
"0000000000014502686";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"281,13";"0,00"
"0000000000014502963";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"255,98";"0,00"
"0000000000014502963";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"296,65";"0,00"
"0000000000014503315";"Aéreo";"China";"";"Pequim";"Brasil";"São Paulo";"São Paulo";"Brasil";"São Paulo";"São Paulo";"China";"";"Pequim";"4774,71";"0,00"
"0000000000014503527";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"279,26";"0,00"
"0000000000014503527";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"281,13";"0,00"
"0000000000014503719";"Aéreo";"China";"";"Pequim";"Brasil";"São Paulo";"São Paulo";"Brasil";"São Paulo";"São Paulo";"China";"";"Pequim";"4774,71";"0,00"
"0000000000014503941";"Aéreo";"Brasil";"Acre";"Rio Branco";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"941,39";"0,00"
"0000000000014503941";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Acre";"Rio Branco";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"947,31";"0,00"
"0000000000014504582";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"7746,38";"0,00"
"0000000000014504648";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"7746,38";"0,00"
"0000000000014504649";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"7746,38";"0,00"
"0000000000014504650";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"7746,38";"0,00"
"0000000000014504651";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"4583,73";"0,00"
"0000000000014504652";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"4583,73";"0,00"
"0000000000014504809";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Indonésia";"";"Jacarta";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"6106,32";"0,00"
"0000000000014504809";"Aéreo";"Indonésia";"";"Jacarta";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"6106,32";"0,00"
